method,m,n,s,k,loss,alpha,beta,time,RF,norm_RF,anc_loss_recall,inc_loss_recall,cls_loss_recall,anc_recall,inc_recall,cls_recall,taxa_RI,taxa_recall,taxa_precision,char_RI,char_recall,char_precision,L,back_mut_inf,par_evo_inf,back_mut_true,par_evo_true,loss_recall,loss_precision,loss_F1,flip01_correct,flip01_incorrect,flip10_correct,flip10_incorrect,TN,FN,FP,TP,ones,zeros,inTN,inFN,inFP,inTP
SPhyR_inK1,50,50,6,1,0.2,0.0001,0.2,279.345,13,0.590909,0.563953,0.66878,0.607843,0.678322,0.810759,0.756098,0.973061,0.924242,0.975841,0.978776,0.763158,0.985678,-597.959,1,0,5,0,0,0,nan,30,22,2,0,2212,12,25,251,226,2274,2232,42,5,221,
SPhyR_inK1,50,50,6,1,0.2,0.0001,0.3,685.236,21,0.807692,0.581395,0.644216,0.470588,0.636364,0.729107,0.585366,0.946122,0.666667,0.962036,0.973878,0.631579,0.984836,-876.343,10,0,5,0,0,0,nan,28,49,0,0,2183,14,54,249,226,2274,2232,42,5,221,
SPhyR_inK1,50,50,6,1,0.2,0.001,0.1,125.304,13,0.590909,0.563953,0.671949,0.607843,0.678322,0.814601,0.756098,0.973061,0.924242,0.975841,0.978776,0.763158,0.985678,-361.609,1,0,5,0,0,0,nan,30,16,3,0,2219,12,18,251,226,2274,2232,42,5,221,
SPhyR_inK1,50,50,6,1,0.2,0.001,0.2,125.355,13,0.590909,0.563953,0.671949,0.607843,0.678322,0.814601,0.756098,0.973061,0.924242,0.975841,0.978776,0.763158,0.985678,-592.144,1,0,5,0,0,0,nan,30,16,3,0,2219,12,18,251,226,2274,2232,42,5,221,
SPhyR_inK1,50,50,6,1,0.2,0.001,0.3,556.112,21,0.807692,0.581395,0.644216,0.470588,0.636364,0.729107,0.585366,0.946122,0.666667,0.962036,0.973878,0.631579,0.984836,-876.547,10,0,5,0,0,0,nan,28,49,0,0,2183,14,54,249,226,2274,2232,42,5,221,
SPhyR_inK1,50,50,6,1,0.2,0.01,0.1,62.7304,13,0.590909,0.563953,0.671949,0.607843,0.678322,0.814601,0.756098,0.973061,0.924242,0.975841,0.978776,0.763158,0.985678,-356.719,1,0,5,0,0,0,nan,30,16,3,0,2219,12,18,251,226,2274,2232,42,5,221,
SPhyR_inK1,50,50,6,1,0.2,0.01,0.2,112.901,13,0.590909,0.563953,0.671949,0.607843,0.678322,0.814601,0.756098,0.973061,0.924242,0.975841,0.978776,0.763158,0.985678,-587.255,1,0,5,0,0,0,nan,30,16,3,0,2219,12,18,251,226,2274,2232,42,5,221,
SPhyR_inK1,50,50,6,1,0.2,0.01,0.3,174.499,13,0.590909,0.563953,0.671949,0.607843,0.678322,0.814601,0.756098,0.973061,0.924242,0.975841,0.978776,0.763158,0.985678,-866.111,1,0,5,0,0,0,nan,30,16,3,0,2219,12,18,251,226,2274,2232,42,5,221,
SPhyR_inK1,50,50,6,1,0.4,0.0001,0.1,153.581,26,0.928571,0.541237,0.669863,0.561404,0.601399,0.798271,0.731707,0.963265,0.863636,0.968939,0.977959,0.789474,0.983993,-382.038,6,0,9,0,0.433962,0.425926,0.429907,25,26,2,1,2238,14,29,219,200,2300,2262,38,5,195,
SPhyR_inK1,50,50,6,1,0.4,0.0001,0.2,315.495,26,0.928571,0.541237,0.669863,0.561404,0.601399,0.798271,0.731707,0.963265,0.863636,0.968939,0.977959,0.789474,0.983993,-611.582,6,0,9,0,0.433962,0.425926,0.429907,25,26,2,1,2238,14,29,219,200,2300,2262,38,5,195,
SPhyR_inK1,50,50,6,1,0.4,0.0001,0.3,1105.1,27,0.931034,0.582474,0.599315,0.438596,0.636364,0.716619,0.585366,0.956735,0.757576,0.968076,0.974694,0.631579,0.985678,-887.199,10,0,9,0,0.415094,0.167939,0.23913,23,45,1,0,2218,15,49,218,200,2300,2262,38,5,195,
SPhyR_inK1,50,50,6,1,0.4,0.001,0.1,118.963,26,0.928571,0.536082,0.642466,0.561404,0.594406,0.761768,0.731707,0.953469,0.772727,0.963762,0.976327,0.789474,0.982308,-377.82,6,0,9,0,0.433962,0.425926,0.429907,25,24,2,2,2240,15,27,218,200,2300,2262,38,5,195,
SPhyR_inK1,50,50,6,1,0.4,0.001,0.2,155.171,26,0.928571,0.541237,0.669863,0.561404,0.601399,0.798271,0.731707,0.963265,0.863636,0.968939,0.977959,0.789474,0.983993,-604.852,6,0,9,0,0.433962,0.425926,0.429907,25,26,2,1,2238,14,29,219,200,2300,2262,38,5,195,
SPhyR_inK1,50,50,6,1,0.4,0.001,0.3,771.169,27,0.931034,0.582474,0.599315,0.438596,0.636364,0.716619,0.585366,0.956735,0.757576,0.968076,0.974694,0.631579,0.985678,-885.075,10,0,9,0,0.415094,0.167939,0.23913,23,45,1,0,2218,15,49,218,200,2300,2262,38,5,195,
SPhyR_inK1,50,50,6,1,0.4,0.01,0.1,84.9772,16,0.695652,0.494845,0.603425,0.54386,0.573427,0.743516,0.756098,0.954286,0.909091,0.956859,0.973061,0.763158,0.979781,-366.792,3,0,9,0,0.0377358,0.4,0.0689655,26,13,3,5,2252,17,15,216,200,2300,2262,38,5,195,
SPhyR_inK1,50,50,6,1,0.4,0.01,0.2,110.723,26,0.928571,0.541237,0.669863,0.561404,0.601399,0.798271,0.731707,0.963265,0.863636,0.968939,0.977959,0.789474,0.983993,-599.727,6,0,9,0,0.433962,0.425926,0.429907,25,26,2,1,2238,14,29,219,200,2300,2262,38,5,195,
SPhyR_inK1,50,50,6,1,0.4,0.01,0.3,236.169,26,0.928571,0.541237,0.669863,0.561404,0.601399,0.798271,0.731707,0.963265,0.863636,0.968939,0.977959,0.789474,0.983993,-879.36,6,0,9,0,0.433962,0.425926,0.429907,25,26,2,1,2238,14,29,219,200,2300,2262,38,5,195,
SPhyR_inK1,50,50,7,1,0.1,0.0001,0.1,651.215,6,0.333333,0.656388,0.742941,0.46087,0.829971,0.936937,0.514851,0.964898,0.935484,0.967314,0.949388,0.525,0.979039,-493.898,1,0,7,0,0.05,0.75,0.09375,95,22,3,0,1861,10,23,606,515,1985,1880,105,4,511,
SPhyR_inK1,50,50,7,1,0.1,0.0001,0.2,2428.66,21,0.777778,0.742291,0.682571,0.391304,0.792507,0.736165,0.39604,0.949388,0.913978,0.952297,0.955102,0.425,0.99214,-641.63,13,0,7,0,0.5,0.165746,0.248963,85,45,2,0,1837,20,47,596,515,1985,1880,105,4,511,
SPhyR_inK1,50,50,7,1,0.1,0.0001,0.3,6226.64,22,0.785714,0.770925,0.708861,0.408696,0.792507,0.733591,0.39604,0.949388,0.913978,0.952297,0.952653,0.3875,0.99214,-833.341,14,0,7,0,0.5,0.164835,0.247934,85,52,1,0,1829,20,55,596,515,1985,1880,105,4,511,
SPhyR_inK1,50,50,7,1,0.1,0.001,0.1,486.649,6,0.333333,0.634361,0.707887,0.46087,0.801153,0.891892,0.514851,0.959184,0.924731,0.962014,0.950204,0.525,0.979913,-488.082,1,0,7,0,0.05,0.75,0.09375,94,17,3,2,1866,13,18,603,515,1985,1880,105,4,511,
SPhyR_inK1,50,50,7,1,0.1,0.001,0.2,777.002,11,0.52381,0.784141,0.741967,0.495652,0.821326,0.787645,0.554455,0.964898,0.935484,0.967314,0.949388,0.5125,0.979913,-623.624,14,0,7,0,0.516667,0.176136,0.262712,95,25,2,0,1857,10,27,606,515,1985,1880,105,4,511,
SPhyR_inK1,50,50,7,1,0.1,0.001,0.3,3658.15,22,0.785714,0.742291,0.680623,0.365217,0.792507,0.733591,0.366337,0.949388,0.913978,0.952297,0.952653,0.3875,0.99214,-831.502,13,0,7,0,0.5,0.165746,0.248963,85,52,1,0,1829,20,55,596,515,1985,1880,105,4,511,
SPhyR_inK1,50,50,7,1,0.1,0.01,0.1,314.178,7,0.368421,0.60793,0.675755,0.434783,0.766571,0.850708,0.485149,0.959184,0.924731,0.962014,0.953469,0.525,0.983406,-472.596,1,0,7,0,0.05,0.75,0.09375,94,11,3,3,1872,14,12,602,515,1985,1880,105,4,511,
SPhyR_inK1,50,50,7,1,0.1,0.01,0.2,556.803,9,0.45,0.751101,0.673807,0.478261,0.772334,0.7426,0.485149,0.933878,0.924731,0.934629,0.957551,0.5,0.98952,-624.893,9,0,7,0,0.466667,0.222222,0.301075,92,9,3,5,1874,18,10,598,515,1985,1880,105,4,511,
SPhyR_inK1,50,50,7,1,0.1,0.01,0.3,1714.35,21,0.777778,0.742291,0.682571,0.391304,0.792507,0.736165,0.39604,0.949388,0.913978,0.952297,0.955102,0.425,0.99214,-832.515,13,0,7,0,0.5,0.165746,0.248963,85,45,2,0,1837,20,47,596,515,1985,1880,105,4,511,
SPhyR_inK1,50,50,7,1,0.2,0.0001,0.1,674.533,15,0.625,0.767308,0.721271,0.5625,0.78098,0.803089,0.475248,0.961633,0.913978,0.965548,0.960816,0.472973,0.992181,-470.689,15,0,12,0,0.59596,0.315508,0.412587,85,20,2,1,1901,12,22,565,485,2015,1919,96,4,481,
SPhyR_inK1,50,50,7,1,0.2,0.0001,0.2,1454.3,17,0.68,0.767308,0.709046,0.479167,0.78098,0.791506,0.445545,0.946122,0.88172,0.951413,0.957551,0.418919,0.992181,-619.703,17,0,12,0,0.59596,0.293532,0.393333,85,31,1,0,1889,11,34,566,485,2015,1919,96,4,481,
SPhyR_inK1,50,50,7,1,0.2,0.0001,0.3,4557.75,17,0.68,0.767308,0.709046,0.479167,0.78098,0.791506,0.445545,0.946122,0.88172,0.951413,0.957551,0.418919,0.992181,-826.245,17,0,12,0,0.59596,0.293532,0.393333,85,31,1,0,1889,11,34,566,485,2015,1919,96,4,481,
SPhyR_inK1,50,50,7,1,0.2,0.001,0.1,483.458,10,0.47619,0.684615,0.795436,0.513889,0.786744,0.890605,0.455446,0.955918,0.903226,0.960247,0.961633,0.486486,0.992181,-469.555,8,0,12,0,0.383838,1,0.554745,85,13,3,3,1909,14,14,563,485,2015,1919,96,4,481,
SPhyR_inK1,50,50,7,1,0.2,0.001,0.2,974.507,13,0.565217,0.703846,0.815811,0.423611,0.815562,0.92278,0.425743,0.946122,0.88172,0.951413,0.957551,0.432432,0.991312,-620.584,10,0,12,0,0.444444,0.733333,0.553459,85,28,2,0,1893,11,30,566,485,2015,1919,96,4,481,
SPhyR_inK1,50,50,7,1,0.2,0.001,0.3,2265.1,17,0.68,0.767308,0.709046,0.479167,0.78098,0.791506,0.445545,0.946122,0.88172,0.951413,0.957551,0.418919,0.992181,-824.379,17,0,12,0,0.59596,0.293532,0.393333,85,31,1,0,1889,11,34,566,485,2015,1919,96,4,481,
SPhyR_inK1,50,50,7,1,0.2,0.01,0.1,271.419,8,0.4,0.646154,0.730236,0.513889,0.729107,0.80695,0.455446,0.971429,0.956989,0.972615,0.96,0.486486,0.990443,-451.687,8,0,12,0,0.40404,0.97561,0.571429,87,3,3,5,1919,14,4,563,485,2015,1919,96,4,481,
SPhyR_inK1,50,50,7,1,0.2,0.01,0.2,577.659,10,0.47619,0.701923,0.831296,0.513889,0.81268,0.936937,0.455446,0.961633,0.913978,0.965548,0.960816,0.486486,0.991312,-614.291,8,0,12,0,0.383838,1,0.554745,85,17,3,1,1905,12,18,565,485,2015,1919,96,4,481,
SPhyR_inK1,50,50,7,1,0.2,0.01,0.3,1312.73,17,0.68,0.767308,0.709046,0.479167,0.78098,0.791506,0.445545,0.946122,0.88172,0.951413,0.957551,0.418919,0.992181,-826.456,17,0,12,0,0.59596,0.293532,0.393333,85,31,1,0,1889,11,34,566,485,2015,1919,96,4,481,
SPhyR_inK1,50,50,7,1,0.4,0.0001,0.1,1336.5,11,0.5,0.283286,0.592292,0.291925,0.466859,0.891892,0.405941,0.951837,0.860215,0.959364,0.963265,0.506494,0.993902,-452.35,5,0,19,0,0.0933333,0.954545,0.17004,67,12,4,2,2036,12,13,439,379,2121,2044,77,5,374,
SPhyR_inK1,50,50,7,1,0.4,0.0001,0.2,3598.82,12,0.521739,0.294618,0.613928,0.31677,0.489914,0.931789,0.415842,0.948571,0.817204,0.959364,0.960816,0.506494,0.991289,-633.547,5,0,19,0,0.0977778,1,0.178138,68,21,3,1,2026,10,23,441,379,2121,2044,77,5,374,
SPhyR_inK1,50,50,7,1,0.4,0.0001,0.3,21574.6,16,0.64,0.63881,0.60311,0.447205,0.73487,0.803089,0.465347,0.948571,0.817204,0.959364,0.96,0.493506,0.991289,-862.128,15,0,19,0,0.657778,0.536232,0.590818,68,24,2,1,2022,10,27,441,379,2121,2044,77,5,374,
SPhyR_inK1,50,50,7,1,0.4,0.001,0.1,757.231,9,0.428571,0.283286,0.592292,0.291925,0.466859,0.891892,0.405941,0.956735,0.935484,0.958481,0.963265,0.506494,0.993902,-438.87,5,0,19,0,0.0933333,1,0.170732,68,11,4,2,2037,11,12,440,379,2121,2044,77,5,374,
SPhyR_inK1,50,50,7,1,0.4,0.001,0.2,1710.25,12,0.521739,0.294618,0.613928,0.31677,0.489914,0.931789,0.415842,0.941224,0.795699,0.95318,0.960816,0.506494,0.991289,-624.674,5,0,19,0,0.0977778,1,0.178138,67,22,3,1,2025,11,24,440,379,2121,2044,77,5,374,
SPhyR_inK1,50,50,7,1,0.4,0.001,0.3,9439.06,16,0.64,0.63881,0.60311,0.447205,0.73487,0.803089,0.465347,0.948571,0.817204,0.959364,0.96,0.493506,0.991289,-855.558,15,0,19,0,0.657778,0.536232,0.590818,68,24,2,1,2022,10,27,441,379,2121,2044,77,5,374,
SPhyR_inK1,50,50,7,1,0.4,0.01,0.1,330.931,11,0.5,0.274788,0.567275,0.291925,0.449568,0.850708,0.405941,0.951837,0.860215,0.959364,0.963265,0.506494,0.993902,-426.434,5,0,19,0,0.0933333,0.954545,0.17004,67,9,4,3,2039,13,10,438,379,2121,2044,77,5,374,
SPhyR_inK1,50,50,7,1,0.4,0.01,0.2,850.897,11,0.5,0.283286,0.592292,0.291925,0.466859,0.891892,0.405941,0.951837,0.860215,0.959364,0.963265,0.506494,0.993902,-614.185,5,0,19,0,0.0933333,0.954545,0.17004,67,12,4,2,2036,12,13,439,379,2121,2044,77,5,374,
SPhyR_inK1,50,50,7,1,0.4,0.01,0.3,2311.51,12,0.521739,0.294618,0.613928,0.31677,0.489914,0.931789,0.415842,0.948571,0.817204,0.959364,0.960816,0.506494,0.991289,-854.107,5,0,19,0,0.0977778,1,0.178138,68,21,3,1,2026,10,23,441,379,2121,2044,77,5,374,
SPhyR_inK1,50,50,8,1,0.1,0.0001,0.1,209.588,15,0.75,0.604918,0.652034,0.461078,0.771499,0.805389,0.493333,0.959184,0.744565,0.997118,0.970612,0.611765,0.997368,-451.9,11,0,9,0,0.132075,0.173554,0.15,105,4,1,0,1801,19,7,673,572,1928,1804,124,4,568,
SPhyR_inK1,50,50,8,1,0.1,0.0001,0.2,263.106,15,0.75,0.604918,0.652034,0.461078,0.771499,0.805389,0.493333,0.959184,0.744565,0.997118,0.970612,0.611765,0.997368,-590.594,11,0,9,0,0.132075,0.173554,0.15,105,4,1,0,1801,19,7,673,572,1928,1804,124,4,568,
SPhyR_inK1,50,50,8,1,0.1,0.0001,0.3,421.416,16,0.761905,0.604918,0.607066,0.413174,0.771499,0.747006,0.44,0.941224,0.695652,0.98463,0.964082,0.517647,0.997368,-787.708,12,0,9,0,0.132075,0.130435,0.13125,104,14,0,0,1790,20,18,672,572,1928,1804,124,4,568,
SPhyR_inK1,50,50,8,1,0.1,0.001,0.1,243.34,17,0.809524,0.577049,0.562099,0.329341,0.737101,0.687126,0.346667,0.966531,0.788043,0.998079,0.96,0.458824,0.997368,-450.112,16,0,9,0,0.132075,0.0882353,0.105793,101,8,1,0,1797,23,11,669,572,1928,1804,124,4,568,
SPhyR_inK1,50,50,8,1,0.1,0.001,0.2,251.043,15,0.75,0.604918,0.652034,0.461078,0.771499,0.805389,0.493333,0.959184,0.744565,0.997118,0.970612,0.611765,0.997368,-588.806,11,0,9,0,0.132075,0.173554,0.15,105,4,1,0,1801,19,7,673,572,1928,1804,124,4,568,
SPhyR_inK1,50,50,8,1,0.1,0.001,0.3,352.187,15,0.75,0.604918,0.652034,0.461078,0.771499,0.805389,0.493333,0.959184,0.744565,0.997118,0.970612,0.611765,0.997368,-787.504,11,0,9,0,0.132075,0.173554,0.15,105,4,1,0,1801,19,7,673,572,1928,1804,124,4,568,
SPhyR_inK1,50,50,8,1,0.1,0.01,0.1,239.835,15,0.75,0.604918,0.652034,0.461078,0.771499,0.805389,0.493333,0.959184,0.744565,0.997118,0.970612,0.611765,0.997368,-452.976,11,0,9,0,0.132075,0.173554,0.15,105,4,1,0,1801,19,7,673,572,1928,1804,124,4,568,
SPhyR_inK1,50,50,8,1,0.1,0.01,0.2,206.877,17,0.809524,0.577049,0.562099,0.329341,0.737101,0.687126,0.346667,0.966531,0.788043,0.998079,0.96,0.458824,0.997368,-591.671,16,0,9,0,0.132075,0.0882353,0.105793,101,8,1,0,1797,23,11,669,572,1928,1804,124,4,568,
SPhyR_inK1,50,50,8,1,0.1,0.01,0.3,276.621,15,0.75,0.604918,0.652034,0.461078,0.771499,0.805389,0.493333,0.959184,0.744565,0.997118,0.970612,0.611765,0.997368,-790.369,11,0,9,0,0.132075,0.173554,0.15,105,4,1,0,1801,19,7,673,572,1928,1804,124,4,568,
SPhyR_inK1,50,50,8,1,0.2,0.0001,0.1,684.961,10,0.588235,0.572377,0.746046,0.412698,0.773956,0.919162,0.48,0.915918,0.673913,0.958694,0.977959,0.666667,0.999128,-448.493,9,0,15,0,0.19917,0.888889,0.325424,94,6,2,0,1881,17,9,593,504,1996,1885,111,5,499,
SPhyR_inK1,50,50,8,1,0.2,0.0001,0.2,901.877,19,0.863636,0.559097,0.520211,0.444444,0.722359,0.612275,0.453333,0.907755,0.5,0.979827,0.967347,0.538462,0.996513,-597.937,15,0,15,0,0.564315,0.462585,0.508411,90,20,0,0,1865,21,25,589,504,1996,1885,111,5,499,
SPhyR_inK1,50,50,8,1,0.2,0.0001,0.3,2545.6,14,0.736842,0.579017,0.642355,0.365079,0.72973,0.745509,0.346667,0.915918,0.63587,0.965418,0.970612,0.589744,0.996513,-810.997,14,0,15,0,0.414938,0.396825,0.40568,96,10,1,0,1876,15,14,595,504,1996,1885,111,5,499,
SPhyR_inK1,50,50,8,1,0.2,0.001,0.1,567.33,11,0.647059,0.549801,0.601933,0.375661,0.732187,0.805389,0.426667,0.917551,0.586957,0.975985,0.978776,0.679487,0.999128,-435.551,11,0,15,0,0.228216,0.339506,0.272953,91,5,2,0,1882,20,8,590,504,1996,1885,111,5,499,
SPhyR_inK1,50,50,8,1,0.2,0.001,0.2,734.114,18,0.857143,0.642762,0.487698,0.354497,0.756757,0.555389,0.4,0.90449,0.538043,0.96926,0.967347,0.538462,0.996513,-599.753,15,0,15,0,0.302905,0.356098,0.327354,91,15,1,0,1871,20,19,590,504,1996,1885,111,5,499,
SPhyR_inK1,50,50,8,1,0.2,0.001,0.3,1429.48,15,0.789474,0.62417,0.637961,0.47619,0.783784,0.721557,0.513333,0.92,0.625,0.972142,0.969796,0.576923,0.996513,-808.172,19,0,15,0,0.568465,0.717277,0.634259,99,14,0,0,1871,12,19,598,504,1996,1885,111,5,499,
SPhyR_inK1,50,50,8,1,0.2,0.01,0.1,512.869,16,0.761905,0.602922,0.711775,0.380952,0.788698,0.83982,0.393333,0.884082,0.380435,0.973103,0.966531,0.525641,0.996513,-444.278,10,0,15,0,0.502075,0.909774,0.647059,84,16,2,0,1871,27,19,583,504,1996,1885,111,5,499,
SPhyR_inK1,50,50,8,1,0.2,0.01,0.2,637.605,11,0.647059,0.577689,0.627417,0.386243,0.737101,0.805389,0.426667,0.945306,0.717391,0.985591,0.978776,0.679487,0.999128,-592.734,11,0,15,0,0.236515,0.345455,0.280788,93,3,2,0,1884,18,6,592,504,1996,1885,111,5,499,
SPhyR_inK1,50,50,8,1,0.2,0.01,0.3,999.777,14,0.736842,0.536521,0.547452,0.359788,0.739558,0.745509,0.38,0.912653,0.592391,0.96926,0.96898,0.564103,0.996513,-808.855,11,0,15,0,0.228216,0.260664,0.243363,94,9,1,0,1877,17,13,593,504,1996,1885,111,5,499,
SPhyR_inK1,50,50,8,1,0.4,0.0001,0.1,424.934,18,0.857143,0.444929,0.465099,0.294686,0.668305,0.72006,0.34,0.964082,0.777174,0.997118,0.970612,0.597561,0.997375,-433.376,14,0,21,0,0.236686,0.288809,0.260163,88,5,1,0,1978,16,9,497,414,2086,1982,104,5,409,
SPhyR_inK1,50,50,8,1,0.4,0.0001,0.2,618.699,19,0.863636,0.644493,0.507715,0.415459,0.80344,0.709581,0.473333,0.950204,0.690217,0.996158,0.967347,0.573171,0.995626,-605.041,16,0,21,0,0.653846,0.898374,0.756849,87,7,1,0,1976,17,11,496,414,2086,1982,104,5,409,
SPhyR_inK1,50,50,8,1,0.4,0.0001,0.3,795.731,15,0.75,0.443839,0.545922,0.31401,0.685504,0.77994,0.353333,0.950204,0.690217,0.996158,0.968163,0.585366,0.995626,-829.642,12,0,21,0,0.298817,0.441048,0.356261,88,13,0,0,1969,16,18,497,414,2086,1982,104,5,409,
SPhyR_inK1,50,50,8,1,0.4,0.001,0.1,375.715,12,0.666667,0.484188,0.681852,0.42029,0.690418,0.919162,0.486667,0.929796,0.603261,0.987512,0.971429,0.634146,0.995626,-429.563,12,0,21,0,0.313609,0.868852,0.46087,83,6,2,0,1978,21,9,492,414,2086,1982,104,5,409,
SPhyR_inK1,50,50,8,1,0.4,0.001,0.2,400.529,18,0.857143,0.444929,0.465099,0.294686,0.668305,0.72006,0.34,0.964082,0.777174,0.997118,0.970612,0.597561,0.997375,-601.724,14,0,21,0,0.236686,0.288809,0.260163,88,5,1,0,1978,16,9,497,414,2086,1982,104,5,409,
SPhyR_inK1,50,50,8,1,0.4,0.001,0.3,1350.23,14,0.736842,0.434024,0.519471,0.304348,0.685504,0.77994,0.34,0.950204,0.690217,0.996158,0.968163,0.585366,0.995626,-830.015,11,0,21,0,0.275148,0.420814,0.332737,88,13,0,0,1969,16,18,497,414,2086,1982,104,5,409,
SPhyR_inK1,50,50,8,1,0.4,0.01,0.1,419.784,14,0.736842,0.48855,0.579721,0.376812,0.660934,0.805389,0.433333,0.934694,0.63587,0.987512,0.96898,0.597561,0.995626,-424.292,14,0,21,0,0.33432,0.528037,0.40942,81,6,2,0,1978,23,9,490,414,2086,1982,104,5,409,
SPhyR_inK1,50,50,8,1,0.4,0.01,0.2,395.237,12,0.666667,0.484188,0.681852,0.42029,0.690418,0.919162,0.486667,0.929796,0.603261,0.987512,0.971429,0.634146,0.995626,-602.209,12,0,21,0,0.313609,0.868852,0.46087,83,6,2,0,1978,21,9,492,414,2086,1982,104,5,409,
SPhyR_inK1,50,50,8,1,0.4,0.01,0.3,661.773,17,0.809524,0.44711,0.548126,0.304348,0.685504,0.770958,0.34,0.920816,0.532609,0.989433,0.968163,0.585366,0.995626,-831.22,11,0,21,0,0.275148,0.525424,0.361165,87,11,0,0,1971,17,16,496,414,2086,1982,104,5,409,
SPhyR_inK1,50,50,9,1,0.1,0.0001,0.1,500.1,19,0.76,0.621832,0.73142,0.382716,0.753799,0.938389,0.5,0.954286,0.6875,0.972926,0.976327,0.485714,0.990756,-434.587,8,0,13,0,0.188889,0.68,0.295652,62,23,1,1,2073,21,24,382,323,2177,2095,82,2,321,
SPhyR_inK1,50,50,9,1,0.1,0.0001,0.2,602.21,17,0.708333,0.621832,0.73142,0.382716,0.753799,0.938389,0.5,0.96898,0.8125,0.979913,0.976327,0.485714,0.990756,-622.071,8,0,13,0,0.188889,0.68,0.295652,64,21,1,1,2075,19,22,384,323,2177,2095,82,2,321,
SPhyR_inK1,50,50,9,1,0.1,0.0001,0.3,3174.59,20,0.8,0.7154,0.711553,0.345679,0.799392,0.866114,0.480769,0.947755,0.7,0.965066,0.971429,0.342857,0.989916,-878.927,15,0,13,0,0.366667,0.210191,0.267206,60,50,1,0,2046,22,51,381,323,2177,2095,82,2,321,
SPhyR_inK1,50,50,9,1,0.1,0.001,0.1,359.798,19,0.76,0.621832,0.73142,0.382716,0.753799,0.938389,0.5,0.954286,0.6875,0.972926,0.976327,0.485714,0.990756,-430.271,8,0,13,0,0.188889,0.68,0.295652,62,23,1,1,2073,21,24,382,323,2177,2095,82,2,321,
SPhyR_inK1,50,50,9,1,0.1,0.001,0.2,529.919,17,0.708333,0.621832,0.73142,0.382716,0.753799,0.938389,0.5,0.96898,0.8125,0.979913,0.976327,0.485714,0.990756,-617.755,8,0,13,0,0.188889,0.68,0.295652,64,21,1,1,2075,19,22,384,323,2177,2095,82,2,321,
SPhyR_inK1,50,50,9,1,0.1,0.001,0.3,1225.88,19,0.76,0.621832,0.73142,0.382716,0.753799,0.938389,0.5,0.954286,0.6875,0.972926,0.976327,0.485714,0.990756,-862.638,8,0,13,0,0.188889,0.68,0.295652,62,23,1,1,2073,21,24,382,323,2177,2095,82,2,321,
SPhyR_inK1,50,50,9,1,0.1,0.01,0.1,255.034,17,0.708333,0.575049,0.651214,0.333333,0.696049,0.847156,0.442308,0.957551,0.775,0.970306,0.978776,0.428571,0.994958,-422.982,10,0,13,0,0.1,0.243243,0.141732,60,12,2,5,2085,27,12,376,323,2177,2095,82,2,321,
SPhyR_inK1,50,50,9,1,0.1,0.01,0.2,468.33,19,0.76,0.621832,0.73142,0.382716,0.753799,0.938389,0.5,0.96898,0.8125,0.979913,0.976327,0.485714,0.990756,-616.055,8,0,13,0,0.188889,0.68,0.295652,64,21,1,1,2075,19,22,384,323,2177,2095,82,2,321,
SPhyR_inK1,50,50,9,1,0.1,0.01,0.3,588.77,19,0.76,0.621832,0.73142,0.382716,0.753799,0.938389,0.5,0.954286,0.6875,0.972926,0.976327,0.485714,0.990756,-860.938,8,0,13,0,0.188889,0.68,0.295652,62,23,1,1,2073,21,24,382,323,2177,2095,82,2,321,
SPhyR_inK1,50,50,9,1,0.2,0.0001,0.1,627.558,15,0.681818,0.493934,0.61649,0.31,0.647416,0.904028,0.557692,0.952653,0.75,0.966812,0.970612,0.487179,0.986509,-435.942,7,0,18,0,0.146341,0.705882,0.242424,56,26,2,1,2063,23,26,388,335,2165,2087,78,2,333,
SPhyR_inK1,50,50,9,1,0.2,0.0001,0.2,857.511,18,0.75,0.499133,0.60025,0.33,0.677812,0.909953,0.557692,0.939592,0.6375,0.960699,0.967347,0.384615,0.986509,-621.275,7,0,18,0,0.170732,0.291667,0.215385,57,36,0,1,2051,22,38,389,335,2165,2087,78,2,333,
SPhyR_inK1,50,50,9,1,0.2,0.0001,0.3,1538.37,21,0.807692,0.509532,0.636477,0.33,0.68693,0.900474,0.519231,0.917551,0.7,0.932751,0.973061,0.435897,0.990725,-859.396,12,0,18,0,0.195122,0.219178,0.206452,52,40,1,0,2048,26,41,385,335,2165,2087,78,2,333,
SPhyR_inK1,50,50,9,1,0.2,0.001,0.1,359.196,15,0.681818,0.493934,0.61649,0.31,0.647416,0.904028,0.557692,0.952653,0.75,0.966812,0.970612,0.487179,0.986509,-429.333,7,0,18,0,0.146341,0.705882,0.242424,56,26,2,1,2063,23,26,388,335,2165,2087,78,2,333,
SPhyR_inK1,50,50,9,1,0.2,0.001,0.2,868.063,18,0.75,0.493934,0.592755,0.23,0.656535,0.902844,0.403846,0.942041,0.7375,0.956332,0.972245,0.538462,0.986509,-616.451,6,0,18,0,0.170732,0.7,0.27451,51,30,2,1,2059,28,30,383,335,2165,2087,78,2,333,
SPhyR_inK1,50,50,9,1,0.2,0.001,0.3,1153.75,21,0.807692,0.509532,0.636477,0.33,0.68693,0.900474,0.519231,0.917551,0.7,0.932751,0.973061,0.435897,0.990725,-857.395,12,0,18,0,0.195122,0.219178,0.206452,52,40,1,0,2048,26,41,385,335,2165,2087,78,2,333,
